file,class,method,variable,usage
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\ast\GrammarAST.java,org.antlr.v4.tool.ast.GrammarAST,"GrammarAST/3[int,org.antlr.v4.tool.ast.Token,java.lang.String]",type,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\ast\GrammarAST.java,org.antlr.v4.tool.ast.GrammarAST,GrammarAST/1[org.antlr.v4.tool.ast.Token],t,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\ast\GrammarAST.java,org.antlr.v4.tool.ast.GrammarAST,GrammarAST/1[org.antlr.v4.tool.ast.GrammarAST],node,4
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\ast\GrammarAST.java,org.antlr.v4.tool.ast.GrammarAST,getNodeWithTokenIndex/1[int],result,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\ast\GrammarAST.java,org.antlr.v4.tool.ast.GrammarAST,getNodeWithTokenIndex/1[int],index,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\ast\GrammarAST.java,org.antlr.v4.tool.ast.GrammarAST,getNodeWithTokenIndex/1[int],i,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\ast\GrammarAST.java,org.antlr.v4.tool.ast.GrammarAST,getNodeWithTokenIndex/1[int],child,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\ast\GrammarAST.java,org.antlr.v4.tool.ast.GrammarAST,GrammarAST/1[int],type,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",factory,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",debug,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",equeue,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",sw,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",interp,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",e,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",g,8
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",pattern,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",grammarString,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",out,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",outputFileST,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",evals,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",gen,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",scope,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,"getEvalInfoForString/2[java.lang.String,java.lang.String]",sem,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,AssignTokenNamesToStringLiteralArraysInGeneratedParserRuleContexts/0,evals,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,AssignTokenNamesToStringLiteralArraysInGeneratedParserRuleContexts/0,g,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,AssignTokenNamesToStringLiteralsInGeneratedParserRuleContexts/0,evals,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,AssignTokenNamesToStringLiteralsInGeneratedParserRuleContexts/0,g,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,testArgDecl/0,evals,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,testArgDecl/0,eval,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,testArgDecl/0,g,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,testArgDecl/0,i,3
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",exception,2
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",file,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",ex,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",buildCommand,15
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",runOptions,5
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",generatedState,2
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",linkCommand,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"writeVisualStudioProjectFile/5[java.lang.String,java.lang.String,java.lang.String,boolean,boolean]",lexerName,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"writeVisualStudioProjectFile/5[java.lang.String,java.lang.String,java.lang.String,boolean,boolean]",useListener,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"writeVisualStudioProjectFile/5[java.lang.String,java.lang.String,java.lang.String,boolean,boolean]",projectFileST,8
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"writeVisualStudioProjectFile/5[java.lang.String,java.lang.String,java.lang.String,boolean,boolean]",useVisitor,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"writeVisualStudioProjectFile/5[java.lang.String,java.lang.String,java.lang.String,boolean,boolean]",grammarName,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,"writeVisualStudioProjectFile/5[java.lang.String,java.lang.String,java.lang.String,boolean,boolean]",parserName,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,(initializer 1),path,2
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,(initializer 1),runtimePath,3
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,initRuntime/1[org.antlr.v4.test.runtime.RunOptions],trace,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,initRuntime/1[org.antlr.v4.test.runtime.RunOptions],runtimePath,3
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,initRuntime/1[org.antlr.v4.test.runtime.RunOptions],runOptions,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\cpp\CppRunner.java,org.antlr.v4.test.runtime.cpp.CppRunner,initRuntime/1[org.antlr.v4.test.runtime.RunOptions],command,5
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\BasicFontMetrics.java,org.antlr.v4.gui.BasicFontMetrics,getLineHeight/1[int],fontSize,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\BasicFontMetrics.java,org.antlr.v4.gui.BasicFontMetrics,"getWidth/2[char,int]",c,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\BasicFontMetrics.java,org.antlr.v4.gui.BasicFontMetrics,"getWidth/2[char,int]",fontSize,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\BasicFontMetrics.java,org.antlr.v4.gui.BasicFontMetrics,"getWidth/2[java.lang.String,int]",s,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\BasicFontMetrics.java,org.antlr.v4.gui.BasicFontMetrics,"getWidth/2[java.lang.String,int]",c,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\BasicFontMetrics.java,org.antlr.v4.gui.BasicFontMetrics,"getWidth/2[java.lang.String,int]",w,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\BasicFontMetrics.java,org.antlr.v4.gui.BasicFontMetrics,"getWidth/2[java.lang.String,int]",fontSize,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\LL1OptionalBlock.java,org.antlr.v4.codegen.model.LL1OptionalBlock,"LL1OptionalBlock/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.GrammarAST,java.util.List<org.antlr.v4.codegen.model.CodeBlockForAlt>]",factory,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\LL1OptionalBlock.java,org.antlr.v4.codegen.model.LL1OptionalBlock,"LL1OptionalBlock/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.GrammarAST,java.util.List<org.antlr.v4.codegen.model.CodeBlockForAlt>]",alts,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\LL1OptionalBlock.java,org.antlr.v4.codegen.model.LL1OptionalBlock,"LL1OptionalBlock/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.GrammarAST,java.util.List<org.antlr.v4.codegen.model.CodeBlockForAlt>]",blkAST,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,unicodeSMPRangeInGrammar/0,grammarText,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,unicodeSMPRangeInGrammar/0,inputText,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",rootRule,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",grammar,4
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",parser,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",grammarText,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",nodeTextProvider,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",inputText,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",tokens,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",parseTree,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,"parseTreeForGrammarWithInput/3[java.lang.String,java.lang.String,java.lang.String]",lexEngine,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,matchingDanglingSurrogateInInput/0,grammarText,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,matchingDanglingSurrogateInInput/0,inputText,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,unicodeSurrogatePairLiteralInGrammar/0,grammarText,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,unicodeSurrogatePairLiteralInGrammar/0,inputText,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,unicodeSMPLiteralInGrammar/0,grammarText,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,unicodeSMPLiteralInGrammar/0,inputText,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,charStream,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,result,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,grammar,4
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,parser,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,grammarText,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,nodeTextProvider,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,toParse,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,isr,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,is,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,tokens,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,parseTree,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,binaryGrammar/0,lexEngine,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,unicodeBMPLiteralInGrammar/0,grammarText,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnicodeGrammar.java,org.antlr.v4.test.tool.TestUnicodeGrammar,unicodeBMPLiteralInGrammar/0,inputText,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"LeftRecursiveRuleTransformer/3[org.antlr.v4.analysis.GrammarRootAST,java.util.Collection<org.antlr.v4.analysis.Rule>,org.antlr.v4.analysis.Grammar]",ast,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"LeftRecursiveRuleTransformer/3[org.antlr.v4.analysis.GrammarRootAST,java.util.Collection<org.antlr.v4.analysis.Rule>,org.antlr.v4.analysis.Grammar]",g,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"LeftRecursiveRuleTransformer/3[org.antlr.v4.analysis.GrammarRootAST,java.util.Collection<org.antlr.v4.analysis.Rule>,org.antlr.v4.analysis.Grammar]",rules,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",prevRuleAST,5
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",isLeftRec,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",newRuleText,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",labelOpNode,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",basics,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",ast,8
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",lp,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",ruleCollector,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",language,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",pair,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",r,21
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",transform,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",labelNode,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",re,0
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",t,7
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",elementNode,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",arg,5
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",ruleName,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",leftRecursiveRuleWalker,8
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\analysis\LeftRecursiveRuleTransformer.java,org.antlr.v4.analysis.LeftRecursiveRuleTransformer,"translateLeftRecursiveRule/3[org.antlr.v4.analysis.GrammarRootAST,org.antlr.v4.analysis.LeftRecursiveRule,java.lang.String]",RULES,2
